ID,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Age_Labels,Child_Status,Active_Cust
6619,Graduation,Married,38415,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,35,Adult,Have Child,Passive
9081,Graduation,Single,20518,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,26,Adult,Have Child,Active
178,Graduation,Married,62503,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,57,Pre-Senior,Have Child,Active
916,PhD,Single,41644,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,42,Adult,Have Child,Passive
5512,Master,Married,55842,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,37,Adult,Have Child,Active
8970,PhD,Married,62010,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,40,Adult,Have Child,Passive
10581,Graduation,Married,41124,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,35,Adult,Have Child,Active
5300,Master,Married,38961,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,40,Adult,Have Child,Active
5154,Master,Divorced,37760,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,41,Adult,Have Child,Active
8346,Graduation,Single,32233,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,38,Adult,Have Child,Active
1676,Graduation,Married,43057,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,38,Adult,Have Child,Active
9286,Master,Single,83151,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,52,Pre-Senior,Not Have Child,Passive
2426,PhD,Divorced,78825,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,48,Pre-Senior,Not Have Child,Active
5172,Master,Single,65104,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,37,Adult,Have Child,Active
5562,Graduation,Married,60093,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,39,Adult,Have Child,Passive
3436,Graduation,Married,14045,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,45,Pre-Senior,Have Child,Active
3921,2n Cycle,Widow,28457,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,60,Senior,Not Have Child,Passive
3403,PhD,Single,78952,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,54,Pre-Senior,Have Child,Active
22,Graduation,Divorced,46310,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,36,Adult,Have Child,Passive
10965,Graduation,Single,76005,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,58,Pre-Senior,Not Have Child,Passive
9426,Master,Single,58308,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,49,Pre-Senior,Have Child,Passive
6605,PhD,Divorced,55614,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,69,Senior,Not Have Child,Passive
3136,Master,Divorced,59432,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,51,Pre-Senior,Have Child,Passive
8737,Graduation,Divorced,55563,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,36,Adult,Have Child,Active
11088,PhD,Single,78642,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,42,Adult,Have Child,Passive
716,PhD,Single,67911,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,65,Senior,Have Child,Passive
466,Graduation,Married,65275,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,69,Senior,Not Have Child,Active
9135,Graduation,Single,27203,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,62,Senior,Have Child,Passive
10623,Master,Single,48330,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,52,Pre-Senior,Have Child,Active
8151,Basic,Married,24279,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,22,Adult,Not Have Child,Active
5140,PhD,Married,64355,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,27,Adult,Have Child,Passive
10160,Master,Single,50943,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,57,Pre-Senior,Have Child,Active
4945,Graduation,Widow,53653,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,59,Senior,Not Have Child,Active
10584,Graduation,Married,65665,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,37,Adult,Have Child,Passive
6071,Graduation,Single,81217,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,24,Adult,Not Have Child,Passive
3386,Graduation,Married,34935,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,21,Adult,Not Have Child,Passive
8939,Graduation,Divorced,61250,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,53,Pre-Senior,Have Child,Active
9925,PhD,Single,39665,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,32,Adult,Have Child,Passive
4320,Graduation,Single,60152,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,34,Adult,Have Child,Active
5389,Graduation,Married,48920,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,49,Pre-Senior,Have Child,Passive
6036,Master,Single,89120,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,55,Pre-Senior,Not Have Child,Passive
182,PhD,Single,44124,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,67,Senior,Have Child,Passive
203,Master,Single,81169,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,38,Adult,Not Have Child,Active
11025,Graduation,Married,36443,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,52,Pre-Senior,Have Child,Active
10203,Graduation,Single,26095,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,23,Adult,Have Child,Passive
4607,Graduation,Single,71367,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,54,Pre-Senior,Not Have Child,Active
3711,Master,Married,80184,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,70,Senior,Not Have Child,Active
3696,Graduation,Divorced,30630,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,49,Pre-Senior,Have Child,Passive
2532,Master,Single,73454,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,27,Adult,Not Have Child,Passive
9214,Graduation,Married,42691,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,22,Adult,Not Have Child,Active
4943,Graduation,Married,70503,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,59,Senior,Not Have Child,Passive
35,Graduation,Married,25545,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,25,Adult,Have Child,Active
2258,Graduation,Married,32880,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,26,Adult,Have Child,Passive
4322,PhD,Single,77863,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,55,Pre-Senior,Not Have Child,Active
713,Master,Married,50353,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,37,Adult,Not Have Child,Passive
4702,Graduation,Single,61839,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,48,Pre-Senior,Not Have Child,Active
3281,PhD,Married,49154,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,53,Pre-Senior,Have Child,Passive
702,2n Cycle,Widow,47682,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,38,Adult,Have Child,Passive
2004,Graduation,Single,72679,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,44,Pre-Senior,Have Child,Passive
4769,Master,Single,57954,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,37,Adult,Have Child,Active
4437,Graduation,Married,65316,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,51,Pre-Senior,Have Child,Passive
8724,Graduation,Single,28567,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,31,Adult,Have Child,Active
10741,Master,Single,47352,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,62,Senior,Have Child,Passive
1991,Graduation,Single,44931,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,47,Pre-Senior,Have Child,Active
6931,Graduation,Divorced,76982,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,47,Pre-Senior,Not Have Child,Active
11096,2n Cycle,Single,57247,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,61,Senior,Have Child,Active
304,Master,Single,22944,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,32,Adult,Have Child,Passive
3665,2n Cycle,Single,25315,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,36,Adult,Have Child,Active
10591,Graduation,Widow,43638,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,43,Adult,Have Child,Active
5036,PhD,Single,42710,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,28,Adult,Have Child,Active
5547,PhD,Married,84169,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,31,Adult,Not Have Child,Active
7822,Graduation,Single,54058,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,37,Adult,Have Child,Active
8541,2n Cycle,Married,24683,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,24,Adult,Have Child,Passive
10955,Graduation,Widow,85620,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,50,Pre-Senior,Not Have Child,Passive
4368,Graduation,Married,47850,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,33,Adult,Have Child,Passive
9671,Graduation,Married,19514,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,46,Pre-Senior,Have Child,Active
2256,Master,Married,27159,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,41,Adult,Have Child,Active
4279,2n Cycle,Single,39548,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,51,Pre-Senior,Have Child,Passive
5371,Graduation,Single,21474,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,25,Adult,Have Child,Active
9240,PhD,Single,60504,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,43,Adult,Have Child,Passive
9460,Graduation,Married,22419,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,50,Pre-Senior,Not Have Child,Passive
9504,Master,Married,81698,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,64,Senior,Not Have Child,Active
8692,Graduation,Single,43462,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,60,Senior,Have Child,Active
448,PhD,Single,54880,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,35,Adult,Have Child,Active
8314,Graduation,Married,79908,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,31,Adult,Not Have Child,Active
8420,2n Cycle,Married,15315,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,43,Adult,Not Have Child,Active
3174,Graduation,Single,87771,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,54,Pre-Senior,Have Child,Passive
7685,Graduation,Married,33039,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,35,Adult,Have Child,Active
3179,Graduation,Single,81741,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,33,Adult,Not Have Child,Passive
9780,Master,Single,71499,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,42,Adult,Have Child,Active
10681,2n Cycle,Married,62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,Pre-Senior,Have Child,Active
10232,PhD,Divorced,48799,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,50,Pre-Senior,Have Child,Active
4184,PhD,Single,52157,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,64,Senior,Have Child,Active
9120,Graduation,Single,66565,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,50,Pre-Senior,Have Child,Passive
891,Master,Single,29298,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,62,Senior,Have Child,Active
10381,Graduation,Single,47691,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,34,Adult,Have Child,Active
3525,Graduation,Single,38200,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,42,Adult,Have Child,Active
6818,Graduation,Married,44989,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,38,Adult,Have Child,Active
3526,PhD,Married,38443,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,46,Pre-Senior,Have Child,Active
8181,2n Cycle,Single,38593,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,35,Adult,Have Child,Active
1029,PhD,Single,64413,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,43,Adult,Have Child,Active
7369,Master,Married,36959,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,32,Adult,Have Child,Active
2574,PhD,Married,61996,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,36,Adult,Have Child,Active
8159,Graduation,Married,51287,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,46,Pre-Senior,Have Child,Active
1160,Graduation,Married,13260,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,43,Adult,Have Child,Active
10242,PhD,Single,47472,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,47,Pre-Senior,Have Child,Active
5253,Master,Single,54603,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,57,Pre-Senior,Have Child,Passive
5966,PhD,Married,45207,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,38,Adult,Have Child,Passive
5314,Graduation,Single,40689,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,62,Senior,Have Child,Passive
5081,2n Cycle,Single,47821,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,46,Pre-Senior,Have Child,Active
5123,Master,Married,27450,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,62,Senior,Not Have Child,Active
5756,Graduation,Single,39453,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,31,Adult,Have Child,Passive
8036,2n Cycle,Single,26850,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,43,Adult,Have Child,Active
9058,Graduation,Widow,79800,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,57,Pre-Senior,Not Have Child,Passive
5057,Master,Married,61794,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,52,Pre-Senior,Have Child,Passive
254,Graduation,Single,53863,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,59,Senior,Have Child,Active
4179,Graduation,Single,24221,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,54,Pre-Senior,Not Have Child,Passive
3710,PhD,Single,39684,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,28,Adult,Have Child,Active
7627,Master,Married,92163,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,37,Adult,Not Have Child,Active
4501,Master,Single,69882,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,48,Pre-Senior,Not Have Child,Passive
6424,Graduation,Single,33178,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,37,Adult,Have Child,Active
3075,PhD,Married,59973,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,41,Adult,Not Have Child,Active
4992,Master,Single,17459,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,38,Adult,Have Child,Active
5252,Graduation,Divorced,23910,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,43,Adult,Have Child,Passive
7444,Master,Married,42169,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,44,Pre-Senior,Have Child,Active
6919,2n Cycle,Married,26224,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,35,Adult,Have Child,Active
3537,Graduation,Single,31089,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,31,Adult,Have Child,Active
10277,Graduation,Single,30081,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,52,Pre-Senior,Have Child,Active
2453,Graduation,Single,62807,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,52,Pre-Senior,Have Child,Passive
7972,Graduation,Single,72906,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,58,Pre-Senior,Not Have Child,Passive
895,PhD,Married,61467,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,64,Senior,Have Child,Passive
1177,Master,Single,49618,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,47,Pre-Senior,Have Child,Passive
7141,Master,Single,21888,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,26,Adult,Have Child,Active
7232,Graduation,Widow,42429,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,41,Adult,Have Child,Passive
8477,Graduation,Divorced,26150,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,57,Pre-Senior,Have Child,Passive
2457,Basic,Married,30801,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,37,Adult,Have Child,Active
988,Graduation,Married,81168,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,49,Pre-Senior,Not Have Child,Passive
7930,Master,Single,26877,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,44,Pre-Senior,Not Have Child,Passive
4587,Master,Widow,45006,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,69,Senior,Not Have Child,Passive
6682,Basic,Married,18978,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,39,Adult,Have Child,Active
6222,Graduation,Married,22574,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,46,Pre-Senior,Have Child,Active
10299,PhD,Single,48240,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,43,Adult,Not Have Child,Passive
3083,Graduation,Married,45837,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,39,Adult,Have Child,Passive
8953,Master,Single,35791,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,48,Pre-Senior,Have Child,Passive
8650,Graduation,Widow,54162,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,35,Adult,Have Child,Active
10862,Master,Married,30522,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,52,Pre-Senior,Have Child,Active
2782,PhD,Married,54456,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,52,Pre-Senior,Have Child,Active
6941,Graduation,Single,31632,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,42,Adult,Not Have Child,Passive
10972,Graduation,Widow,72298,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,65,Senior,Not Have Child,Active
10708,2n Cycle,Single,36975,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,35,Adult,Have Child,Active
6583,2n Cycle,Married,72635,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,58,Pre-Senior,Not Have Child,Active
3641,Graduation,Married,13624,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,37,Adult,Have Child,Passive
10156,Graduation,Single,84196,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,38,Adult,Have Child,Active
4299,Graduation,Single,70971,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,52,Pre-Senior,Have Child,Active
3469,PhD,Divorced,34487,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,35,Adult,Have Child,Passive
5063,Graduation,Single,28769,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,35,Adult,Have Child,Passive
10727,PhD,Married,69084,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,43,Adult,Have Child,Active
9624,PhD,Single,65488,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,56,Pre-Senior,Not Have Child,Active
5156,2n Cycle,Married,62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,44,Pre-Senior,Have Child,Active
4376,2n Cycle,Single,32218,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,54,Pre-Senior,Not Have Child,Active
8923,Graduation,Single,83917,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,40,Adult,Not Have Child,Active
8461,Graduation,Divorced,46102,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,52,Pre-Senior,Have Child,Active
6945,Graduation,Single,84574,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,61,Senior,Not Have Child,Passive
944,Graduation,Married,56181,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,51,Pre-Senior,Have Child,Active
1907,Master,Divorced,63120,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,62,Senior,Have Child,Active
701,Graduation,Married,73691,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,42,Adult,Have Child,Active
3856,Graduation,Single,63381,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,52,Pre-Senior,Have Child,Passive
4149,PhD,Single,76140,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,66,Senior,Not Have Child,Active
2131,PhD,Divorced,62859,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,53,Pre-Senior,Have Child,Active
2942,Graduation,Single,45906,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,49,Pre-Senior,Have Child,Active
1173,Master,Single,77632,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,66,Senior,Not Have Child,Passive
4381,PhD,Married,46463,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,42,Adult,Have Child,Active
4611,Graduation,Single,105471,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,43,Adult,Not Have Child,Active
3376,Master,Divorced,55282,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,43,Adult,Have Child,Active
4679,Master,Married,78710,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,37,Adult,Have Child,Active
10928,Graduation,Single,66886,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,55,Pre-Senior,Have Child,Active
4248,Master,Single,98777,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,54,Pre-Senior,Not Have Child,Active
6728,Graduation,Single,29103,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,27,Adult,Have Child,Active
6661,Graduation,Married,67445,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,38,Adult,Have Child,Passive
4725,PhD,Single,50616,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,64,Senior,Have Child,Passive
3277,Graduation,Divorced,49431,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,57,Pre-Senior,Have Child,Active
2564,Graduation,Single,61278,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,61,Senior,Have Child,Passive
946,2n Cycle,Single,26490,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,54,Pre-Senior,Not Have Child,Passive
3867,PhD,Single,73059,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,66,Senior,Have Child,Active
6940,PhD,Single,46734,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,47,Pre-Senior,Have Child,Passive
55,Graduation,Single,56253,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,49,Pre-Senior,Have Child,Passive
7093,Graduation,Married,19986,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,28,Adult,Have Child,Passive
5084,Graduation,Widow,58330,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,38,Adult,Have Child,Passive
1777,Basic,Married,25965,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,32,Adult,Not Have Child,Active
8162,Master,Single,14661,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,57,Pre-Senior,Not Have Child,Passive
10826,Graduation,Married,18690,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,53,Pre-Senior,Not Have Child,Passive
8754,PhD,Single,45068,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,39,Adult,Have Child,Active
1987,Basic,Single,21063,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,26,Adult,Have Child,Active
11007,PhD,Married,29187,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,45,Pre-Senior,Have Child,Active
7426,2n Cycle,Married,54690,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,42,Adult,Have Child,Passive
9153,PhD,Married,59304,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,49,Pre-Senior,Have Child,Passive
10379,Master,Single,59247,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,51,Pre-Senior,Have Child,Passive
9204,Graduation,Widow,66731,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,42,Adult,Have Child,Active
3197,Graduation,Married,77353,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,33,Adult,Have Child,Active
2920,PhD,Single,52614,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,37,Adult,Have Child,Passive
6961,Graduation,Married,26751,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,40,Adult,Have Child,Active
4673,PhD,Married,81300,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,49,Pre-Senior,Have Child,Active
